Address,Latitude,Longitude,Neighborhood
"4310 Butler  Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"1141 Boyce Road Pittsburgh, PA ",39.78373,-100.445882,
"2526 E Carson St Pittsburgh, PA ",40.427444,-79.968377,South Side Flats
"25 Walsh  Road Pittsburgh, PA ",39.78373,-100.445882,
"6 PPG Place Pittsburgh, PA ",39.78373,-100.445882,
"7824 Saltsburg Rd Pittsburgh, PA ",39.78373,-100.445882,
"426 Fox Chapel Road Pittsburgh, PA ",39.78373,-100.445882,
"537 Suismon St Pittsburgh, PA ",40.455228,-79.999771,East Allegheny
"4600 E Carson St Pittsburgh, PA ",40.427444,-79.968377,South Side Flats
"4112 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"348 Center  Avenue Pittsburgh, PA ",40.395719,-79.839108,
"505 Rochester Road Pittsburgh, PA ",39.78373,-100.445882,
"3107 Library  Road Pittsburgh, PA ",40.3787,-80.002225,Overbrook
"623 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"1241 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"201 Saline  Street Pittsburgh, PA ",40.423543,-79.926273,Squirrel Hill South
"2116 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"4851 Clairton  Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"2874 West Liberty  Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"3418 Babcock Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"2124 Murray Ave Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"271 Clairton Blvd Pittsburgh, PA ",39.78373,-100.445882,
"1720 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"519 Brownsville Rd Pittsburgh, PA ",40.386932,-79.982947,Carrick
"5132 Interboro Ave Pittsburgh, PA ",40.373781,-79.911891,Lincoln Place
"305 Craig  Street Pittsburgh, PA ",39.78373,-100.445882,
"2015 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"3037 Shadeland  Avenue Pittsburgh, PA ",40.47625,-80.032824,Marshall-Shadeland
"3037 Shadeland Avenue Pittsburgh, PA ",40.47625,-80.032824,Marshall-Shadeland
"5840 Forbes  Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"299 Beverly Road Pittsburgh, PA ",39.78373,-100.445882,
"5524 Walnut St Pittsburgh, PA ",40.451391,-79.932824,Shadyside
"48 Fox Chapel Road Pittsburgh, PA ",39.78373,-100.445882,
"151 Bakery Square Boulevard Pittsburgh, PA ",40.456544,-79.915785,Larimer
"10 Old Clairton  Road Pittsburgh, PA ",39.78373,-100.445882,
"901 Main St Pittsburgh, PA ",40.46458,-79.953733,Central Lawrenceville
"529 Court  Place Pittsburgh, PA ",40.436891,-79.997254,Downtown
"4912 Gardenville Rd Pittsburgh, PA ",39.78373,-100.445882,
"8701 Babcock Blvd Pittsburgh, PA ",39.78373,-100.445882,
"400 Craig  Street Pittsburgh, PA ",39.78373,-100.445882,
"120 5th Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"384 Fox Chapel Road Pittsburgh, PA ",39.78373,-100.445882,
"4712 Liberty Ave Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"1153 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"1832 Carson  Street Pittsburgh, PA ",39.78373,-100.445882,
"4501 Steubenville Pike Pittsburgh, PA ",40.44048,-80.080523,Fairywood
"1539 Washington  Road Pittsburgh, PA ",39.78373,-100.445882,
"5491 Penn  Avenue Pittsburgh, PA ",40.464452,-79.932505,Friendship
"2101 Greentree Road Pittsburgh, PA ",40.435363,-80.033893,West End
"3117 Brereton Ave Pittsburgh, PA ",39.78373,-100.445882,
"809 West View Park Drive Pittsburgh, PA ",39.78373,-100.445882,
"1605 Braddock Avenue Pittsburgh, PA ",40.427226,-79.890789,Swisshelm Park
"708 E Warrington Ave Pittsburgh, PA ",40.421011,-79.999384,Allentown
"4801 McKnight  Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"4306 Ohio River  Boulevard Pittsburgh, PA ",40.448877,-80.017796,Chateau
"623 Greenfield Ave Pittsburgh, PA ",40.424902,-79.952426,Greenfield
"370 Atwood  Street Pittsburgh, PA ",40.438083,-79.954207,Central Oakland
"7905 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"2 Robinson Plaza / Suite 100 Pittsburgh, PA ",39.78373,-100.445882,
"220 Highland    Avenue Pittsburgh, PA ",39.78373,-100.445882,
"530 Wm Penn Place Pittsburgh, PA ",39.78373,-100.445882,
"713 A Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"2350 Noblestown Road Pittsburgh, PA ",40.438218,-80.044528,Westwood
"146 44th Street Pittsburgh, PA ",40.467226,-79.953962,Central Lawrenceville
"1240 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"4766 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"4768 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"396 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"1106 Braddock Avenue Pittsburgh, PA ",40.427226,-79.890789,Swisshelm Park
"730 Copeland Street Pittsburgh, PA ",40.451067,-79.934931,Shadyside
"4012 Butler  Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"535 E Ohio St Pittsburgh, PA ",40.454285,-79.996321,East Allegheny
"723 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"251 Atwood  Street Pittsburgh, PA ",40.439704,-79.955905,Central Oakland
"2022 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"110 Beverly Road Pittsburgh, PA ",39.78373,-100.445882,
"1374 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"2937 West Liberty  Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"600 Grant Street Pittsburgh, PA ",40.441377,-79.994756,Downtown
"9100 Babcock Blvd Pittsburgh, PA ",39.78373,-100.445882,
"5200 Clairton  Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"210 6th Avenue Pittsburgh, PA ",39.78373,-100.445882,
"1202 5th Ave Pittsburgh, PA ",40.454898,-79.911439,Larimer
"1828 E Carson St Pittsburgh, PA ",40.428472,-79.979435,South Side Flats
"3821 Penn Ave Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"3891 Brighton Road Pittsburgh, PA ",40.486788,-80.037399,Brighton Heights
"1021 Brownsville  Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"2816 Golden Mile Highway Pittsburgh, PA ",39.78373,-100.445882,
"333 Mansfield Avenue Pittsburgh, PA ",40.417135,-80.061849,East Carnegie
"1254 Brookline Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"56 12th  Street Pittsburgh, PA ",40.445224,-79.991862,Strip District
"3618 Forbes  Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"2360 Ardmore Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"4210 Main Street Pittsburgh, PA ",40.46458,-79.953733,Central Lawrenceville
"6738 Reynolds St Pittsburgh, PA ",40.450246,-79.914488,Point Breeze South
"1400 E Carson St Pittsburgh, PA ",40.428683,-79.984027,South Side Flats
"288 Steuben  Street Pittsburgh, PA ",40.443819,-80.030167,Elliott
"7 Market Square Pittsburgh, PA ",40.440733,-80.002558,Downtown
"238 Spahr  Street Pittsburgh, PA ",40.457157,-79.927518,Shadyside
"1117 Carson  Street Pittsburgh, PA ",39.78373,-100.445882,
"2120 Murray  Avenue Pittsburgh, PA ",40.433077,-79.923188,Squirrel Hill South
"2513 Transport St Pittsburgh, PA ",40.381102,-79.999912,Overbrook
"4320 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"5916 Brownsville Rd Pittsburgh, PA ",40.386932,-79.982947,Carrick
"5100 Clairton  Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"2912 E Carson St Pittsburgh, PA ",40.427444,-79.968377,South Side Flats
"408 Main Street Pittsburgh, PA ",40.46458,-79.953733,Central Lawrenceville
"115 Federal Street Pittsburgh, PA ",40.449763,-80.004709,Allegheny Center
"5878 Forbes Ave Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"929 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"9600 Perry  Highway Pittsburgh, PA ",40.49831,-80.020311,Perry North
"9600 Perry Highway Pittsburgh, PA ",40.49831,-80.020311,Perry North
"500 Art Rooney Avenue Pittsburgh, PA ",40.446688,-80.014015,North Shore
"1004 N Canal St Pittsburgh, PA ",40.453595,-79.997739,East Allegheny
"440 Ross St Pittsburgh, PA ",40.436643,-79.997067,Downtown
"300 W Station Square Drive Pittsburgh, PA ",40.437824,-80.013036,South Shore
"5906 Bryant  Street Pittsburgh, PA ",40.475436,-79.91961,Highland Park
"5906 Bryant Street Pittsburgh, PA ",40.475436,-79.91961,Highland Park
"437 McNeilly Road Pittsburgh, PA ",40.377898,-80.003803,Overbrook
"4740 Baum Boulevard Pittsburgh, PA ",40.454057,-79.949853,North Oakland
"4235 Murray Ave Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"1019 Mt Royal Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"2011 Waverly Road Pittsburgh, PA ",39.78373,-100.445882,
"231 Commerical  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"11745 Frankstown Road Pittsburgh, PA ",40.459808,-79.873891,East Hills
"2101 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"112 Washington  Place Pittsburgh, PA ",40.439739,-79.9922,Downtown
"9395 McKnight  Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"2228 E Carson St Pittsburgh, PA ",40.428046,-79.973426,South Side Flats
"205 21st Street Pittsburgh, PA ",40.453041,-79.984735,Strip District
"9797 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"4377 Murray Avenue Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"1729 Eckert St Pittsburgh, PA ",40.471678,-80.038686,Marshall-Shadeland
"2199 Babcock Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"1107 Carson  Street Pittsburgh, PA ",39.78373,-100.445882,
"130 6th Street Pittsburgh, PA ",40.442802,-80.002193,Downtown
"2895 Custer Ave Pittsburgh, PA ",40.392551,-79.97917,Carrick
"620 Epsilon Drive Pittsburgh, PA ",39.78373,-100.445882,
"1519 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"1316 Poplar St Pittsburgh, PA ",40.428339,-80.056573,Oakwood
"7227 Reynolds  Street Pittsburgh, PA ",40.446649,-79.90237,Point Breeze South
"1369 Center Avenue Pittsburgh, PA ",40.395719,-79.839108,
"3460 Wm Penn Hwy Pittsburgh, PA ",39.78373,-100.445882,
"3464 Wm Penn  Highway Pittsburgh, PA ",39.78373,-100.445882,
"1729 Murray Ave Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"3565 Harts Run Road Pittsburgh, PA ",39.78373,-100.445882,
"2314 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"2351 Noblestown Road Pittsburgh, PA ",40.438218,-80.044528,Westwood
"3224 Brighton  Road Pittsburgh, PA ",40.455736,-80.01522,Central Northside
"500 North Avenue Pittsburgh, PA ",39.78373,-100.445882,
"77 Universal Rd Pittsburgh, PA ",39.78373,-100.445882,
"272 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"2002 Brownsville  Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"2013 Wharton St Pittsburgh, PA ",40.43039,-79.977445,South Side Flats
"4976 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"211 Summit Park Drive Pittsburgh, PA ",39.78373,-100.445882,
"950 Ridge Avenue Pittsburgh, PA ",40.452216,-80.007783,Allegheny Center
"3 Market Square Pittsburgh, PA ",40.440733,-80.002558,Downtown
"4142 Saw Mill Run / Clairton Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"7900 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"2158 Brownsville  Road Pittsburgh, PA ",40.386932,-79.982947,Carrick
"414 Smithfield Street Pittsburgh, PA ",40.439067,-79.999083,Downtown
"418 S Craig St Pittsburgh, PA ",40.444709,-79.948932,North Oakland
"4613 Centre Ave Pittsburgh, PA ",40.45218,-79.951571,North Oakland
"4017 Butler Street Pittsburgh, PA ",40.483346,-79.949154,Upper Lawrenceville
"6518 Steubenville Pike Pittsburgh, PA ",40.44048,-80.080523,Fairywood
"11667 Penn Hills Dr Pittsburgh, PA ",39.78373,-100.445882,
"3707 Forbes  Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"225 Ross Street Pittsburgh, PA ",40.437014,-79.997093,Downtown
"5301 Grove Rd / Caste Village Pittsburgh, PA ",39.78373,-100.445882,
"417 7th Avenue Pittsburgh, PA ",40.441872,-79.994196,Downtown
"5438 Centre Avenue Pittsburgh, PA ",40.456317,-79.936773,Friendship
"322 Curry Hollow Road Pittsburgh, PA ",39.78373,-100.445882,
"39 Walsh  Road Pittsburgh, PA ",39.78373,-100.445882,
"300 Mt Lebanon Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"4721 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"930 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"2605 Brownsville Rd Pittsburgh, PA ",40.386932,-79.982947,Carrick
"8400 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"339 6th Avenue Pittsburgh, PA ",39.78373,-100.445882,
"731 Copeland  Street Pittsburgh, PA ",40.45214,-79.935403,Shadyside
"636 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"990 Castle Shannon Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"1638 Murray Ave Pittsburgh, PA ",40.432294,-79.923158,Squirrel Hill South
"711 Browns Lane Pittsburgh, PA ",39.78373,-100.445882,
"715 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"2440 Noblestown Rd Pittsburgh, PA ",40.438218,-80.044528,Westwood
"7834 Saltsburg Rd Pittsburgh, PA ",39.78373,-100.445882,
"34 Bridge Street Pittsburgh, PA ",39.78373,-100.445882,
"625 Alpha Drive Pittsburgh, PA ",39.78373,-100.445882,
"4812 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"703 Clairton Blvd Pittsburgh, PA ",39.78373,-100.445882,
"703 Clairton  Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"1411 Grandview  Avenue Pittsburgh, PA ",40.43155,-80.006613,Mount Washington
"1805 E. Carson Street Pittsburgh, PA ",40.428969,-79.980198,South Side Flats
"3712 Forbes  Avenue Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"819 Wood St Pittsburgh, PA ",40.437451,-80.002604,Downtown
"626 Cochran Mill Road Pittsburgh, PA ",39.78373,-100.445882,
"4808 Baum  Boulevard Pittsburgh, PA ",40.454057,-79.949853,North Oakland
"332 Center Avenue Pittsburgh, PA ",40.395719,-79.839108,
"2401 Saw Mill Run  Boulevard Pittsburgh, PA ",40.384054,-79.995424,Overbrook
"630 Millvale  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"3614 5th Ave Pittsburgh, PA ",40.454898,-79.911439,Larimer
"1439 Potomac  Avenue Pittsburgh, PA ",40.403336,-80.040739,Banksville
"6304 Forbes Ave Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"1573 McFarland  Road Pittsburgh, PA ",39.78373,-100.445882,
"4260 Steubenville Pike Pittsburgh, PA ",40.44048,-80.080523,Fairywood
"2852 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"1400 Crafton Boulevard Pittsburgh, PA ",40.430649,-80.066726,Oakwood
"25 McMurray Road Pittsburgh, PA ",39.78373,-100.445882,
"549 Clairton Blvd Pittsburgh, PA ",39.78373,-100.445882,
"4902 Cypress Street Pittsburgh, PA ",40.457533,-79.944864,Bloomfield
"217 S Highland Ave Pittsburgh, PA ",40.459502,-79.925068,East Liberty
"1790 Highland  Road Pittsburgh, PA ",39.78373,-100.445882,
"963 Liberty Avenue Pittsburgh, PA ",40.443642,-79.995759,Downtown
"4050 Penn Ave Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"178 Pearl St Pittsburgh, PA ",40.460515,-79.951137,Bloomfield
"3601 5th Ave Pittsburgh, PA ",40.454898,-79.911439,Larimer
"6570 Steubenville Pike Pittsburgh, PA ",40.44048,-80.080523,Fairywood
"4765 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"140 6th Street Pittsburgh, PA ",40.442802,-80.002193,Downtown
"1580 McLaughlin Run Road Pittsburgh, PA ",39.78373,-100.445882,
"4759 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"1000 Avila Court Pittsburgh, PA ",39.78373,-100.445882,
"1304 5th Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"6532 Steubenville Pike Pittsburgh, PA ",40.44048,-80.080523,Fairywood
"630 E Ohio St Pittsburgh, PA ",40.454285,-79.996321,East Allegheny
"202 6th Street Pittsburgh, PA ",40.442802,-80.002193,Downtown
"216 Craig  Street Pittsburgh, PA ",39.78373,-100.445882,
"627 North  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"1000 Ft Duquesne Boulevard Pittsburgh, PA ",40.4457,-79.996484,Downtown
"2350 Noblestown  Road Pittsburgh, PA ",40.438218,-80.044528,Westwood
"400 Smithfield Street Pittsburgh, PA ",40.43879,-79.999264,Downtown
"200 Virginia Avenue Pittsburgh, PA ",40.432477,-80.018693,Duquesne Heights
"7715 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"2999 West Liberty Avenue Pittsburgh, PA ",40.413791,-80.009759,Beltzhoover
"311 Beverly Road Pittsburgh, PA ",39.78373,-100.445882,
"3049 Churchview Ave Pittsburgh, PA ",40.38416,-79.957307,Carrick
"3049 Chuchview Avenue Pittsburgh, PA ",39.78373,-100.445882,
"217 Shiloh Street Pittsburgh, PA ",40.43018,-80.007257,Mount Washington
"536 Brookline Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"1021 N Canal St Pittsburgh, PA ",40.453595,-79.997739,East Allegheny
"3525 Liberty  Avenue Pittsburgh, PA ",40.462077,-79.964361,
"3579 Masonic Way Pittsburgh, PA ",39.78373,-100.445882,
"7795 McKnight Road Pittsburgh, PA ",40.496065,-80.012221,Summer Hill
"956 Brookline  Boulevard Pittsburgh, PA ",40.393799,-80.020051,Brookline
"65 Station St Pittsburgh, PA ",40.463733,-79.923783,East Liberty
"4028 Beechwood Blvd Pittsburgh, PA ",40.426249,-79.926658,Greenfield
"927 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"880 Butler Street Pittsburgh, PA ",40.48751,-79.918531,Morningside
"2198 Babcock Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"2024 Sarah Street Pittsburgh, PA ",40.427974,-79.98855,South Side Flats
"1300 Bingham St Pittsburgh, PA ",40.429363,-79.992261,South Side Flats
"210 W Station Square Drive Pittsburgh, PA ",40.433681,-80.00486,South Shore
"6600 Robinson Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"5253 Brownsville Rd Pittsburgh, PA ",40.386932,-79.982947,Carrick
"3444 Forbes Ave Pittsburgh, PA ",40.439537,-79.899134,Regent Square
"6425 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"1935 Settlers Ridge Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"2345 Murray Ave Pittsburgh, PA ",40.430667,-79.923174,Squirrel Hill South
"229 Highland  Avenue Pittsburgh, PA ",39.78373,-100.445882,
"7328 Penn  Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"1414 Carson  Street Pittsburgh, PA ",39.78373,-100.445882,
"703 Washington  Road Pittsburgh, PA ",39.78373,-100.445882,
"7709 Frankstown Ave Pittsburgh, PA ",40.456927,-79.87791,East Hills
"500 Grant Street Pittsburgh, PA ",40.439751,-79.995998,Downtown
"212 Oakland  Avenue Pittsburgh, PA ",40.438264,-79.952901,Central Oakland
"100 Robinson Center Drive / 2556 Robinson Mall Pittsburgh, PA ",39.78373,-100.445882,
"796 Penn Ave Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"6509 Robinson Center Drive Pittsburgh, PA ",39.78373,-100.445882,
"600 Fox Drive Pittsburgh, PA ",39.78373,-100.445882,
"159 N Bellefield Ave Pittsburgh, PA ",40.446497,-79.951898,North Oakland
"820 Pennsylvania  Avenue Pittsburgh, PA ",40.455215,-80.020093,California-Kirkbride
"40 S 22nd St Pittsburgh, PA ",40.430111,-79.974649,South Side Flats
"81 Clairton Blvd Pittsburgh, PA ",39.78373,-100.445882,
"1207 Carson Street Pittsburgh, PA ",39.78373,-100.445882,
"1000 Ross Park Mall Drive Pittsburgh, PA ",39.78373,-100.445882,
"5147 Penn Avenue Pittsburgh, PA ",40.44763,-79.896615,Point Breeze North
"5301 Grove (at Baptist / Caste Village) Road Pittsburgh, PA ",39.78373,-100.445882,
"301 South Hills Village / 10 FC Pittsburgh, PA ",39.78373,-100.445882,
"1911 Braddock Avenue Pittsburgh, PA ",40.427226,-79.890789,Swisshelm Park
"3700 Library  Road Pittsburgh, PA ",40.3787,-80.002225,Overbrook
"2251 Noblestown Rd Pittsburgh, PA ",40.438218,-80.044528,Westwood
"6960 5th Avenue Pittsburgh, PA ",40.454898,-79.911439,Larimer
"11644 Frankstown Road Pittsburgh, PA ",40.459808,-79.873891,East Hills
"10 Ormsby Avenue Pittsburgh, PA ",40.412688,-79.984288,Mount Oliver
"1221 Federal Street Pittsburgh, PA ",40.449763,-80.004709,Allegheny Center
"30 McIntyre Square Drive Pittsburgh, PA ",39.78373,-100.445882,
"2229 Swallow Hill Road Pittsburgh, PA ",39.78373,-100.445882,
"1378 Banksville Road Pittsburgh, PA ",40.407271,-80.033854,Banksville
"720 Clairton  Boulevard Pittsburgh, PA ",39.78373,-100.445882,
"20 Stanwix Street Pittsburgh, PA ",40.441117,-80.004015,Downtown
"4723 Liberty Avenue Pittsburgh, PA ",40.458813,-79.943713,Bloomfield
"247 Atwood St Pittsburgh, PA ",40.440087,-79.956233,Central Oakland
"1601 Washington Road Pittsburgh, PA ",39.78373,-100.445882,
"926 Freeport Road Pittsburgh, PA ",40.486644,-79.890687,Lincoln-Lemington-Belmar
"3619 Brownsville Rd Pittsburgh, PA ",40.386932,-79.982947,Carrick
"301 South Hills Village / FC-06 Pittsburgh, PA ",39.78373,-100.445882,
"2310 Main St Pittsburgh, PA ",40.46458,-79.953733,Central Lawrenceville
"5001 Curry Road Pittsburgh, PA ",39.78373,-100.445882,
"3440 Wm Penn  Highway Pittsburgh, PA ",39.78373,-100.445882,
"2840 Smallman Street Pittsburgh, PA ",40.449673,-79.98788,Strip District
"1912 Murray Ave Pittsburgh, PA ",40.435609,-79.923028,Squirrel Hill South
"3616 Louisa St Pittsburgh, PA ",40.438823,-79.957085,Central Oakland
"119 Oakland  Avenue Pittsburgh, PA ",40.441852,-79.957131,Central Oakland
"252 Crafton Ingram Shopping Center Pittsburgh, PA ",39.78373,-100.445882,
